,alert_strategy,alert_description,alert_status,alert_time,strategy_category,collection_plugin,label
718,,[appstore_server@IP]: rate controller AppstoreInternalWrite has overloaded at DATE TIME,,1670494226,Others,plugin_B,Noise
719,,[appstore_server@IP]: rate controller AppstoreInternalWrite has overloaded at DATE TIME,,1670494236,Others,plugin_B,Noise
720,,[RailFormalEnv]: PATH {service}: physical memory size error.,,1670491761,Others,plugin_B,Noise
721,,Agent has not reported data for xx minutes,,1670491434,Others,plugin_B,Noise
722,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670488265,Others,plugin_B,Noise
723,,Agent has not reported data for xx minutes,,1670487712,Others,plugin_B,Noise
724,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670485554,Others,plugin_B,Noise
725,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670484063,Others,plugin_B,Noise
726,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670482557,Others,plugin_B,Noise
727,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670481652,Others,plugin_B,Noise
728,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670478957,Others,plugin_B,Noise
729,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670478653,Others,plugin_B,Noise
730,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670469659,Others,plugin_B,Noise
731,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670465157,Others,plugin_B,Noise
732,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670463664,Others,plugin_B,Noise
733,,"WeGame_Formal
abnormal progress list:
payment_2_midas_check
refund_2_midas_middle_check
unhandled abnormal table list(name,type,num):
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_activate) xx
abnormal_original_activate_log xx(to_cdkey) xx
abnormal_original_payment_log xx(self) xx
abnormal_original_refund_log xx(to_activate) xx",,1670461209,Others,plugin_B,Noise
734,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670458849,Others,plugin_B,Noise
735,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670454067,Others,plugin_B,Noise
736,,"Stand-alone performance is abnormal: the current value of intranet outbound traffic[Mbps] is xx, which is greater than xx",,1670453475,Others,plugin_B,Noise
737,,"Stand-alone performance is abnormal: the current value of application memory usage[%] is xx, which is greater than xx",,1670452255,Others,plugin_B,Noise
738,,"Stand-alone performance is abnormal: the current value of intranet outbound traffic[Mbps] is xx, which is greater than xx",,1670449271,Others,plugin_B,Noise
739,,"Stand-alone performance is abnormal: the current value of intranet outbound traffic[Mbps] is xx, which is greater than xx",,1670448983,Others,plugin_B,Noise
740,,"Stand-alone performance is abnormal: the current value of intranet outbound traffic[Mbps] is xx, which is greater than xx",,1670448703,Others,plugin_B,Noise
741,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670447767,Others,plugin_B,Noise
742,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670447769,Others,plugin_B,Noise
743,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670447769,Others,plugin_B,Noise
744,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670447769,Others,plugin_B,Noise
745,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670447770,Others,plugin_B,Noise
746,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670447752,Others,plugin_B,Noise
747,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670447462,Others,plugin_B,Noise
748,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670447444,Others,plugin_B,Noise
749,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670447454,Others,plugin_B,Noise
750,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670447459,Others,plugin_B,Noise
751,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670447459,Others,plugin_B,Noise
752,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670447459,Others,plugin_B,Noise
753,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670447459,Others,plugin_B,Noise
754,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670447459,Others,plugin_B,Noise
755,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670441155,Others,plugin_B,Noise
756,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670440562,Others,plugin_B,Noise
757,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670438469,Others,plugin_B,Noise
758,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670436958,Others,plugin_B,Noise
759,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670433062,Others,plugin_B,Noise
760,,"Stand-alone performance is abnormal: the current value of application memory usage[%] is xx, which is greater than xx",,1670431256,Others,plugin_B,Noise
761,,DATE TIME data server ip list is empty,,1670428802,Others,plugin_B,Noise
762,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670511666,Others,plugin_B,Noise
763,,[appstore_server@IP]: rate controller AppstoreInternalWrite has overloaded at DATE TIME,,1670504401,Others,plugin_B,Noise
764,,[appstore_server@IP]: rate controller AppstoreInternalWrite has overloaded at DATE TIME,,1670504403,Others,plugin_B,Noise
765,,[appstore_server@IP]: rate controller AppstoreInternalWrite has overloaded at DATE TIME,,1670504399,Others,plugin_B,Noise
766,,"WeGame_Formal
abnormal progress list:
payment_2_midas_check
refund_2_midas_middle_check
unhandled abnormal table list(name,type,num):
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_activate) xx
abnormal_original_activate_log xx(to_cdkey) xx
abnormal_original_payment_log xx(self) xx
abnormal_original_refund_log xx(to_activate) xx",,1670461209,Others,plugin_B,Noise
767,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670601361,Others,plugin_B,Noise
768,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670595369,Others,plugin_B,Noise
769,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670592964,Others,plugin_B,Noise
770,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670591747,Others,plugin_B,Noise
771,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670590857,Others,plugin_B,Noise
772,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670584849,Others,plugin_B,Noise
773,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670584573,Others,plugin_B,Noise
774,,[RailFormalEnv]: PATH {service}: physical memory size error.,,1670583517,Others,plugin_B,Noise
775,,"""[rail_warner@tencent.com]: IP 'PATH sync_game_info.py online' is not running and try to start""",,1670576106,Others,plugin_B,Noise
776,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670575864,Others,plugin_B,Noise
777,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670570469,Others,plugin_B,Noise
778,,[RailFormalEnv]: PATH {service}: physical memory size error.,,1670568517,Others,plugin_B,Noise
779,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670564453,Others,plugin_B,Noise
780,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670562963,Others,plugin_B,Noise
781,,"WeGame_Formal
abnormal progress list:
payment_2_midas_check
refund_2_midas_middle_check
unhandled abnormal table list(name,type,num):
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_activate) xx
abnormal_original_activate_log xx(to_cdkey) xx
abnormal_original_payment_log xx(self) xx
abnormal_original_refund_log xx(to_activate) xx",,1670562010,Others,plugin_B,Noise
782,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670559051,Others,plugin_B,Noise
783,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670556660,Others,plugin_B,Noise
784,,[RailFormalEnv]: PATH {service}: physical memory size error.,,1670552745,Others,plugin_B,Noise
785,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670552169,Others,plugin_B,Noise
786,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670552159,Others,plugin_B,Noise
787,,"WeGame_Formal
abnormal progress list:
payment_2_midas_check
refund_2_midas_middle_check
unhandled abnormal table list(name,type,num):
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_activate) xx
abnormal_original_activate_log xx(to_cdkey) xx
abnormal_original_payment_log xx(self) xx
abnormal_original_refund_log xx(to_activate) xx",,1670547610,Others,plugin_B,Noise
788,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670547077,Others,plugin_B,Noise
789,,[RailFormalEnv]: PATH {service}: physical memory size error.,,1670547007,Others,plugin_B,Noise
790,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670542849,Others,plugin_B,Noise
791,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670540752,Others,plugin_B,Noise
792,,"Stand-alone performance is abnormal: the current value of intranet outbound traffic[Mbps] is xx, which is greater than xx",,1670535982,Others,plugin_B,Noise
793,,"Stand-alone performance is abnormal: the current value of intranet outbound traffic[Mbps] is xx, which is greater than xx",,1670535672,Others,plugin_B,Noise
794,,"Stand-alone performance is abnormal: the current value of intranet outbound traffic[Mbps] is xx, which is greater than xx",,1670535372,Others,plugin_B,Noise
795,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670534162,Others,plugin_B,Noise
796,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670534154,Others,plugin_B,Noise
797,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670534154,Others,plugin_B,Noise
798,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670534160,Others,plugin_B,Noise
799,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670534160,Others,plugin_B,Noise
800,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670533861,Others,plugin_B,Event
801,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670533861,Others,plugin_B,Event
802,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670533867,Others,plugin_B,Event
803,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670533869,Others,plugin_B,Event
804,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670533852,Others,plugin_B,Event
805,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670533852,Others,plugin_B,Event
